2012/2/12,Boston Celtics,Chicago Bulls,95,91
2012/2/12,Washington Wizards,Detroit Pistons,98,77
2012/2/12,Golden State Warriors,Houston Rockets,106,97
2012/2/12,Utah Jazz,Memphis Grizzlies,98,88
2012/2/12,Los Angeles Lakers,Toronto Raptors,94,92
2012/2/13,Philadelphia 76ers,Charlotte Bobcats,98,89
2012/2/13,Dallas Mavericks,Los Angeles Clippers,96,92
2012/2/13,Golden State Warriors,Phoenix Suns,102,96
2012/2/13,Miami Heat,Milwaukee Bucks,114,96
2012/2/13,New Orleans Hornets,Utah Jazz,86,80
2012/2/13,Orlando Magic,Minnesota Timberwolves,102,89
2012/2/14,Chicago Bulls,Sacramento Kings,121,115
2012/2/14,Denver Nuggets,Phoenix Suns,109,92
2012/2/14,San Antonio Spurs,Detroit Pistons,99,95
2012/2/14,Miami Heat,Indiana Pacers,105,90
2012/2/14,Los Angeles Lakers,Atlanta Hawks,86,78
2012/2/14,Memphis Grizzlies,Houston Rockets,93,83
2012/2/14,Oklahoma City Thunder,Utah Jazz,111,85
2012/2/14,Washington Wizards,Portland Trail Blazers,124,109
2012/2/14,New York Knicks,Toronto Raptors,90,87
2012/2/15,Detroit Pistons,Boston Celtics,98,88
2012/2/15,Cleveland Cavaliers,Indiana Pacers,98,87
2012/2/15,Dallas Mavericks,Denver Nuggets,102,84
2012/2/15,Portland Trail Blazers,Golden State Warriors,93,91
2012/2/15,Houston Rockets,Oklahoma City Thunder,96,95
2012/2/15,Los Angeles Clippers,Washington Wizards,102,84
2012/2/15,New Orleans Hornets,Milwaukee Bucks,92,89
2012/2/15,Minnesota Timberwolves,Charlotte Bobcats,102,90
2012/2/15,Memphis Grizzlies,New Jersey Nets,105,100
2012/2/15,New York Knicks,Sacramento Kings,100,85
2012/2/15,Orlando Magic,Philadelphia 76ers,103,87
2012/2/15,Atlanta Hawks,Phoenix Suns,101,99
2012/2/15,San Antonio Spurs,Toronto Raptors,113,106
2012/2/16,Chicago Bulls,Boston Celtics,89,80
2012/2/16,Indiana Pacers,New Jersey Nets,93,88
2012/2/16,Los Angeles Clippers,Portland Trail Blazers,74,71
2012/2/17,Miami Heat,Cleveland Cavaliers,111,87
2012/2/17,Detroit Pistons,Sacramento Kings,114,108
2012/2/17,Minnesota Timberwolves,Houston Rockets,111,98
2012/2/17,Los Angeles Lakers,Phoenix Suns,111,99
2012/2/17,Memphis Grizzlies,Denver Nuggets,103,102
2012/2/17,New Orleans Hornets,New York Knicks,89,85
2012/2/17,Oklahoma City Thunder,Golden State Warriors,110,87
2012/2/17,Orlando Magic,Milwaukee Bucks,94,85
2012/2/17,Dallas Mavericks,Philadelphia 76ers,82,75
2012/2/17,Charlotte Bobcats,Toronto Raptors,98,91
2012/2/17,Utah Jazz,Washington Wizards,114,100
2012/2/18,New Jersey Nets,Chicago Bulls,97,85
2012/2/18,San Antonio Spurs,Los Angeles Clippers,103,100
2012/2/18,Memphis Grizzlies,Golden State Warriors,104,103
2012/2/18,Portland Trail Blazers,Atlanta Hawks,97,77
2012/2/19,Cleveland Cavaliers,Sacramento Kings,93,92
2012/2/19,Detroit Pistons,Boston Celtics,96,81
2012/2/19,Houston Rockets,Utah Jazz,101,85
2012/2/19,Indiana Pacers,Charlotte Bobcats,108,73
2012/2/19,Miami Heat,Orlando Magic,90,78
